if_stolen,if_dark_colour,cost_of_bike,if_near_city_center,location_type,if_popular_type,bike_type
1,1,1500,1,social,1,1
1,1,834,1,residential,0,0
1,0,1700,1,residential,1,1
1,0,2000,1,social,1,1
1,0,800,1,residential,1,1
0,1,560,1,residential,1,1
1,0,800,1,residential,1,1
1,1,700,1,residential,1,1
1,0,750,1,residential,0,0
1,1,419,1,social,0,0
1,1,2000,1,residential,1,1
1,1,150,1,residential,1,1
1,1,600,1,residential,1,1
1,0,150,1,social,1,1
0,1,500,0,residential,1,1
1,1,400,0,residential,1,1
1,1,399,1,residential,1,1
1,0,350,1,residential,1,1
0,1,400,1,social,1,1
0,1,750,1,residential,1,1
1,1,500,1,residential,1,1
0,0,500,1,residential,0,0
0,0,400,1,residential,0,0
0,0,109,1,social,1,1
1,0,2000,1,residential,1,1
0,1,450,1,social,1,1
0,0,500,1,educational,1,1
0,0,250,1,residential,1,1
1,1,200,1,social,1,1
0,0,2000,1,residential,1,1
0,0,1000,0,educational,1,1
0,1,600,0,residential,1,1
0,1,2500,1,social,1,1
0,0,666,1,residential,0,0
1,1,600,1,residential,1,1
0,0,700,0,residential,1,1
1,1,1836,1,residential,0,0
0,0,500,1,social,1,1
1,1,200,1,residential,1,1
0,1,700,1,residential,1,1
0,1,549,1,residential,1,1
1,1,800,1,residential,1,1
0,1,459,1,social,1,1
0,0,600,1,residential,1,1
1,1,900,1,educational,1,1
0,1,600,1,social,1,1
0,1,1400,1,residential,1,1
0,0,350,0,residential,1,1
0,0,300,0,social,1,1
1,0,1582,1,residential,1,1
1,1,350,1,residential,1,1
0,0,300,0,social,1,1
0,1,1000,1,social,0,0
0,0,350,1,social,1,1
1,1,500,1,residential,1,1
0,1,700,1,residential,1,1
1,1,1200,1,residential,1,1
0,0,650,1,educational,1,1
0,1,2000,1,residential,0,0
0,0,250,1,social,1,1
0,1,903,1,residential,1,1
0,0,800,1,residential,0,0
0,1,1000,1,residential,0,0
0,0,150,1,residential,1,1
0,1,1000,1,social,1,1
0,1,604,1,residential,1,1
0,0,2500,1,residential,1,1
0,0,223,1,residential,1,1
0,1,1653,1,residential,1,1
0,0,2500,1,social,1,1
0,1,1000,1,residential,1,1
0,0,1000,1,social,1,1
0,1,1200,1,residential,1,1
0,1,1500,1,social,1,1
1,1,400,1,residential,1,1
1,0,600,1,residential,1,1
0,1,400,1,residential,1,1
0,0,400,1,residential,1,1
0,1,1299,1,residential,0,0
0,0,600,1,residential,0,0
0,1,150,1,residential,1,1
0,1,488,1,residential,1,1
0,0,1600,1,residential,1,1
0,0,595,1,residential,1,1
0,0,700,1,social,1,1
0,1,1100,1,residential,1,1
1,1,600,1,residential,0,0
0,0,500,1,residential,1,1
0,0,178,1,social,1,1
0,0,300,1,residential,1,1
0,1,1000,1,residential,1,1
0,0,3000,1,residential,1,1
0,1,700,1,residential,0,0
0,1,1600,1,social,1,1
0,1,150,1,social,1,1
0,0,1470,0,residential,0,0
0,0,300,0,social,1,1
0,1,700,1,social,1,1
0,0,3600,1,residential,1,1
0,0,2000,1,residential,1,1
0,0,450,1,residential,1,1
0,1,769,0,residential,1,1
0,0,550,1,residential,1,1
0,0,1000,1,residential,1,1
0,1,840,1,residential,1,1
1,0,800,1,residential,1,1
0,1,300,1,residential,1,1
1,1,600,1,residential,1,1
0,1,900,1,residential,1,1
0,1,275,1,educational,1,1
1,0,600,1,social,1,1
0,1,1500,1,residential,1,1
1,0,600,1,residential,1,1
0,0,300,1,residential,1,1
0,0,1922,1,social,1,1
0,1,1275,1,residential,1,1
0,0,200,0,social,1,1
0,0,389,1,residential,0,0
0,0,290,1,social,0,0
0,0,290,1,social,0,0
0,1,300,1,social,1,1
0,0,700,1,social,1,1
0,0,300,1,social,1,1
1,1,620,1,residential,1,1
0,0,500,1,social,1,1
0,1,650,1,residential,1,1
0,0,900,1,residential,0,0
1,1,1000,1,residential,0,0
0,0,1525,1,residential,1,1
0,1,900,1,residential,1,1
0,1,900,1,residential,1,1
0,0,1000,1,social,1,1
0,0,600,1,social,1,1
1,1,1500,1,residential,1,1
1,1,1100,1,residential,1,1
0,1,600,1,residential,0,0
0,1,300,1,residential,1,1
1,1,1600,1,social,1,1
0,1,500,1,educational,1,1
1,1,1000,1,residential,1,1
0,0,200,1,residential,1,1
0,0,1977,1,residential,1,1
1,1,780,1,residential,1,1
1,1,864,1,residential,1,1
1,1,180,1,social,1,1
0,0,500,1,residential,1,1
1,0,400,1,social,0,0
0,0,300,1,residential,0,0
0,0,750,1,residential,1,1
0,1,700,1,social,1,1
0,0,600,0,residential,1,1
1,1,235,1,residential,1,1
0,0,600,0,residential,1,1
0,1,100,0,residential,0,0
0,1,300,0,social,1,1
0,0,300,1,residential,1,1
0,1,4700,1,residential,1,1
0,1,450,1,residential,1,1
0,0,350,1,educational,1,1
1,1,999,1,residential,1,1
0,1,500,1,residential,1,1
0,1,200,1,residential,0,0
1,1,2000,1,residential,1,1
0,0,450,0,social,1,1
0,1,2000,1,residential,1,1
0,1,3500,1,residential,1,1
1,1,800,1,social,1,1
0,1,600,1,residential,1,1
0,1,600,1,residential,1,1
0,0,600,1,residential,1,1
0,1,1700,1,residential,1,1
1,1,1200,1,social,1,1
1,1,800,1,residential,1,1
0,1,1049,1,social,1,1
0,0,800,0,residential,0,0
0,0,1500,1,educational,1,1
0,1,100,0,residential,1,1
0,1,3000,1,residential,1,1
1,1,4500,1,educational,1,1
0,1,800,1,residential,1,1
0,1,2300,1,residential,1,1
0,0,250,1,residential,1,1
0,1,500,1,residential,1,1
0,1,1000,1,residential,1,1
0,1,1017,0,social,1,1
0,1,600,1,residential,1,1
0,1,900,1,residential,1,1
0,0,650,0,social,1,1
1,0,150,1,residential,1,1
0,1,750,1,educational,1,1
0,1,857,1,residential,1,1
0,1,1019,1,social,1,1
0,1,1019,1,social,1,1
0,1,500,1,residential,1,1
1,1,549,1,educational,0,0
0,1,152,1,residential,1,1
1,0,500,1,residential,1,1
0,1,785,1,social,1,1
0,1,1349,1,residential,1,1
0,1,800,1,residential,1,1
0,1,500,1,residential,1,1
1,1,700,1,social,1,1
1,0,1500,1,residential,1,1
0,1,200,1,residential,1,1
0,0,2000,1,social,1,1
1,1,900,1,residential,1,1
0,0,1000,1,residential,1,1
0,1,1224,1,residential,1,1
0,0,1100,1,residential,1,1
0,0,3500,1,residential,0,0
0,1,3000,1,residential,1,1
0,0,150,1,social,1,1
0,1,500,1,residential,0,0
0,1,1000,1,social,1,1
0,0,50,1,social,1,1
1,1,2000,1,residential,1,1
0,1,1300,1,social,1,1
0,0,200,1,social,1,1
0,1,2000,1,residential,1,1
0,0,400,1,residential,1,1
1,0,2500,1,residential,1,1
0,1,800,0,residential,0,0
1,1,100,1,educational,1,1
0,1,399,1,social,1,1
0,0,120,1,social,1,1
0,0,200,1,social,1,1
0,1,800,1,residential,1,1
0,0,2500,1,residential,1,1
0,1,500,1,residential,1,1
0,0,2000,1,residential,1,1
0,1,200,0,residential,1,1
1,1,900,1,residential,1,1
0,1,1500,1,residential,1,1
0,1,1800,1,social,1,1
0,1,220,1,educational,1,1
1,1,2200,1,residential,1,1
1,1,200,1,social,1,1
0,1,500,1,social,1,1
1,1,1000,1,social,1,1
0,1,600,1,social,1,1
0,1,900,1,residential,1,1
1,1,650,1,social,1,1
1,1,660,1,residential,1,1
0,0,600,1,residential,1,1
1,0,2000,1,social,1,1
1,0,600,1,residential,1,1
0,0,440,0,residential,1,1
0,1,360,0,residential,1,1
0,1,1300,1,residential,0,0
1,1,900,1,social,1,1
0,1,200,1,residential,1,1
0,1,3300,1,social,1,1
0,1,1300,1,social,1,1
0,0,500,1,residential,0,0
0,0,600,1,social,1,1
0,0,300,1,residential,1,1
0,1,225,1,educational,1,1
0,1,500,1,residential,1,1
0,0,600,1,residential,1,1
1,0,400,1,social,1,1
0,0,400,1,residential,1,1
1,0,750,1,residential,1,1
1,1,1800,1,residential,0,0
1,0,200,1,residential,1,1
0,0,200,0,educational,1,1
1,1,150,1,residential,0,0
0,1,130,0,educational,1,1
0,0,350,1,residential,1,1
0,1,300,1,educational,1,1
0,1,1400,1,social,1,1
0,0,120,1,social,1,1
1,0,115,0,social,1,1
1,0,700,1,residential,0,0
1,0,250,1,residential,1,1
0,1,600,1,residential,0,0
1,0,1500,1,residential,1,1
0,1,500,1,residential,0,0
0,0,175,1,social,1,1
0,0,1000,1,social,1,1
0,1,278,1,social,1,1
1,0,4000,1,residential,1,1
0,1,1100,1,residential,1,1
0,1,840,1,residential,1,1
0,0,600,1,social,1,1
0,0,450,1,educational,1,1
0,1,500,1,social,1,1
0,1,700,1,residential,1,1
0,1,600,1,residential,1,1
0,0,150,0,residential,1,1
1,0,300,1,residential,1,1
0,1,1900,1,residential,1,1
0,0,2699,1,residential,1,1
0,1,500,1,social,1,1
1,1,1200,1,social,0,0
0,1,1000,1,residential,1,1
1,1,650,1,residential,1,1
1,1,300,1,residential,1,1
1,0,700,1,social,1,1
0,1,200,1,social,1,1
1,0,162,1,residential,1,1
1,1,649,1,social,1,1
1,0,3000,1,residential,1,1
1,1,1200,1,residential,1,1
1,1,1200,1,residential,1,1
0,1,200,0,residential,1,1
1,0,400,1,residential,1,1
1,1,1300,1,social,1,1
1,0,400,1,social,1,1
0,1,300,1,residential,1,1
0,1,500,1,social,1,1
0,0,400,1,residential,1,1
0,0,500,1,residential,1,1
0,0,600,1,residential,0,0
0,0,1800,1,residential,1,1
0,0,300,0,social,1,1
0,1,169,0,residential,1,1
0,1,500,1,residential,1,1
1,0,200,0,residential,1,1
0,1,700,1,residential,1,1
1,0,250,1,social,1,1
0,1,2000,1,social,0,0
0,1,700,1,social,1,1
0,1,500,1,educational,0,0
0,1,700,1,residential,1,1
0,1,549,1,social,0,0
0,0,200,1,social,1,1
0,0,100,1,residential,1,1
0,0,700,1,residential,1,1
0,1,700,1,social,1,1
0,0,150,0,residential,1,1
1,1,600,1,residential,1,1
0,0,500,0,social,1,1
0,1,1000,0,social,1,1
1,0,200,1,residential,0,0
0,1,923,1,residential,1,1
0,1,499,1,social,1,1
0,0,600,1,residential,1,1
0,1,1468,1,residential,1,1
0,0,50,1,residential,1,1
0,0,1150,1,social,0,0
0,0,2500,1,residential,1,1
0,1,2500,1,residential,1,1
0,1,2500,1,residential,1,1
0,1,3000,1,social,1,1
0,0,1000,1,residential,1,1
0,1,550,1,social,1,1
0,1,800,1,social,1,1
1,1,670,1,residential,1,1
0,1,1400,1,residential,1,1
1,1,600,1,residential,1,1
0,1,300,0,social,0,0
1,1,959,1,residential,1,1
0,1,500,0,educational,1,1
1,0,1000,1,social,1,1
1,0,500,1,social,1,1
0,1,500,1,residential,1,1
0,1,881,1,residential,1,1
0,0,1152,1,residential,1,1
0,1,779,1,residential,1,1
1,1,1300,1,residential,1,1
0,1,800,1,social,1,1
0,0,650,1,social,0,0
0,0,150,0,social,1,1
0,0,400,1,residential,1,1
0,0,2000,0,residential,0,0
0,1,200,1,social,1,1
0,1,700,1,residential,1,1
1,0,280,1,social,1,1
0,1,2500,1,residential,1,1
0,1,500,1,residential,1,1
1,1,800,1,social,1,1
1,0,400,0,social,1,1
0,1,800,1,social,1,1
0,1,650,1,social,1,1
0,1,500,1,social,1,1
0,1,650,1,social,0,0
1,0,900,1,residential,1,1
0,1,900,0,residential,1,1
0,1,1200,1,social,1,1
0,0,400,1,residential,1,1
0,1,400,1,social,1,1
0,0,600,1,residential,1,1
0,0,700,1,residential,0,0
0,1,900,0,residential,1,1
1,1,1200,1,social,0,0
0,0,400,1,residential,1,1
0,1,900,1,residential,1,1
0,0,1000,1,residential,1,1
0,0,1000,1,social,1,1
1,1,600,1,residential,1,1
0,0,100,1,residential,1,1
0,1,349,1,social,1,1
0,1,1500,1,social,1,1
0,1,3000,1,social,0,0
0,1,395,1,residential,0,0
0,1,800,0,residential,1,1
0,1,500,1,residential,1,1
0,1,500,1,residential,1,1
0,1,500,1,residential,1,1
0,1,1244,1,social,0,0
1,1,219,1,residential,1,1
0,0,2000,1,residential,1,1
0,0,2000,1,residential,1,1
0,0,1000,1,residential,1,1
0,1,400,1,social,1,1
0,0,900,1,residential,1,1
0,0,500,1,social,1,1
0,1,200,1,residential,1,1
0,1,565,1,social,1,1
0,0,750,1,residential,1,1
0,1,400,1,residential,1,1
1,0,550,1,residential,1,1
0,1,1354,1,social,1,1
0,1,850,1,social,1,1
0,1,800,1,social,1,1
0,1,1270,1,residential,1,1
1,0,450,1,residential,1,1
0,0,900,1,residential,1,1
0,0,1600,1,residential,1,1
0,1,450,1,residential,1,1
1,0,400,0,social,1,1
0,1,282,1,residential,1,1
0,1,650,1,social,1,1
0,0,1360,1,residential,1,1
0,1,600,1,social,1,1
0,0,100,1,social,0,0
1,1,500,1,residential,1,1
0,0,1000,1,residential,1,1
0,0,750,1,residential,1,1
0,1,500,1,residential,1,1
0,1,900,1,residential,1,1
0,1,850,1,residential,1,1
0,1,100,1,social,1,1
0,1,100,1,social,1,1
0,0,4900,1,residential,1,1
0,0,699,1,social,1,1
0,0,1200,1,residential,0,0
0,1,1900,1,residential,1,1
1,0,600,1,residential,1,1
0,0,1300,1,residential,1,1
0,0,1300,1,residential,1,1
0,1,1040,1,social,0,0
0,1,1000,0,social,1,1
0,0,1000,1,social,1,1
0,0,490,1,residential,1,1
0,1,799,1,residential,1,1
0,1,1700,1,residential,1,1
1,0,300,1,residential,1,1
0,1,325,1,social,1,1
1,1,200,1,educational,0,0
1,0,760,1,social,1,1
1,1,3500,1,residential,1,1
1,1,1250,1,social,1,1
1,1,1190,1,residential,1,1
1,1,1190,1,residential,1,1
0,0,1150,1,social,1,1
1,0,452,1,residential,1,1
1,1,1035,1,social,1,1
1,0,500,1,residential,1,1
1,0,1000,1,residential,1,1
1,0,500,1,residential,1,1
1,0,500,1,residential,1,1
1,0,1000,1,residential,1,1
1,0,500,1,residential,1,1
1,1,2299,1,residential,1,1
0,0,300,1,residential,1,1
1,1,1000,1,residential,0,0
0,1,800,1,residential,1,1
0,1,800,1,residential,1,1
0,1,675,1,residential,0,0
0,1,1500,1,residential,1,1
0,0,800,0,social,1,1
0,0,75,1,social,1,1
1,0,1100,1,residential,1,1
0,0,370,1,residential,1,1
0,0,350,1,social,0,0
1,0,1500,1,residential,1,1
1,1,138,1,educational,1,1
1,1,1000,1,residential,1,1
0,1,1000,1,residential,1,1
0,1,1000,1,residential,1,1
0,1,800,1,residential,1,1
0,0,900,1,residential,1,1
0,1,1218,1,residential,1,1
0,0,500,1,social,1,1
0,1,1500,1,residential,1,1
0,1,1700,1,residential,0,0
0,1,450,1,social,1,1
1,0,1004,0,residential,1,1
1,0,700,1,residential,1,1
1,1,600,1,social,1,1
0,0,200,1,residential,1,1
0,1,1700,1,residential,1,1
1,1,587,1,educational,1,1
0,0,2500,1,residential,1,1
0,0,1050,1,residential,0,0
0,1,640,0,residential,1,1
0,1,750,1,residential,1,1
0,0,900,1,social,1,1
0,1,1000,1,social,1,1
1,1,3500,1,residential,0,0
0,1,400,1,residential,1,1
0,0,502,0,residential,1,1
0,0,2420,1,residential,1,1
0,1,1463,1,residential,1,1
0,1,450,1,residential,1,1
0,0,700,1,residential,1,1
0,1,350,1,residential,1,1
0,1,500,0,social,0,0
1,1,750,1,residential,1,1
0,1,900,1,social,1,1
0,0,700,1,social,1,1
0,1,3000,0,residential,0,0
0,0,2000,1,residential,0,0
0,0,2000,1,residential,0,0
0,0,800,1,social,1,1
0,1,848,1,residential,1,1
0,1,800,1,residential,1,1
0,1,1999,1,social,1,1
1,0,867,1,residential,1,1
1,1,700,1,residential,0,0
1,1,800,1,residential,1,1
1,0,700,1,social,1,1
0,1,750,1,social,0,0
1,1,200,1,social,0,0
1,1,200,1,social,0,0
0,0,600,1,residential,1,1
0,1,1000,1,residential,1,1
0,0,800,1,residential,1,1
0,0,700,1,residential,1,1
0,1,705,1,social,1,1
1,1,800,1,residential,1,1
1,1,500,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,103,1,residential,1,1
0,1,1644,1,residential,1,1
0,1,1650,1,residential,0,0
1,1,100,1,educational,0,0
1,0,1200,1,social,0,0
1,1,460,1,residential,1,1
1,1,500,1,residential,1,1
1,1,1000,1,residential,0,0
1,0,1000,1,residential,1,1
0,0,1186,1,residential,1,1
1,1,1000,1,residential,1,1
1,0,6000,1,social,0,0
1,0,3520,1,residential,0,0
1,1,1100,1,residential,0,0
0,1,1200,1,residential,1,1
0,1,1050,1,residential,1,1
0,1,1000,1,residential,1,1
0,1,500,0,residential,1,1
0,0,1300,1,residential,1,1
0,0,800,1,residential,0,0
0,0,2258,1,residential,1,1
0,0,1200,0,residential,1,1
1,1,400,1,social,1,1
0,1,600,1,social,1,1
1,1,500,1,social,1,1
1,1,600,1,residential,1,1
0,1,659,1,educational,1,1
1,0,3000,1,social,1,1
1,1,850,1,residential,1,1
1,1,180,1,residential,1,1
0,1,400,1,social,1,1
0,1,2400,1,social,0,0
0,0,800,1,educational,1,1
0,1,800,1,residential,1,1
1,0,75,1,residential,1,1
1,0,75,1,residential,1,1
1,1,235,1,residential,0,0
1,1,400,1,residential,1,1
1,0,599,1,social,1,1
0,0,850,1,residential,1,1
1,0,621,1,residential,1,1
0,0,600,1,social,1,1
0,1,2316,1,residential,0,0
0,1,500,0,educational,1,1
1,0,750,1,social,1,1
1,1,1200,1,social,0,0
1,0,1200,1,social,0,0
0,1,800,1,residential,0,0
0,1,300,1,residential,1,1
1,0,500,1,educational,1,1
0,1,200,1,residential,1,1
